Label,Abstract
bipolar disorder,Bipolar II disorder BPII is defined by DSMIV as recurrent episodes of depression and hypomania Hypomania according to DSMIV requires elevated euphoric andor irritable mood plus at least three of the following symptoms four if mood is only irritable grandiosity decreased need for sleep increased talking racing thoughts distractibility overactivity an increase in goaldirected activity psychomotor agitation and excessive involvement in risky activities This observable change in functioning should not be severe enough to cause marked impairment of social or occupational functioning or to require hospitalisation The distinction between BPII and bipolar I disorder BPI is not clearcut The symptoms
bipolar disorder,of mania defining BPI and hypomania defining BPII are the same apart from the presence of psychosis in mania and the distinction is based on the presence of marked impairment associated with mania ie mania is more severe and may require hospitalisation This is an unclear boundary that can lead to misclassification however the fact that hypomania often increases functioning makes the distinction between mania and hypomania clearer BPII depression can be syndromal and subsyndromal and it is the prominent feature of BPII It is often a mixed depression ie it has concurrent usually subsyndromal hypomanic symptoms It is the
bipolar disorder,depression that usually leads the patient to seek treatmentDSMIV bipolar disorders BPI BPII cyclothymic disorder and bipolar disorder not otherwise classified which includes very rapid cycling and recurrent hypomania are now considered to be part of the bipolar spectrum This is not included in DSMIV but is thought to also include antidepressantsubstanceassociated hypomania cyclothymic temperament a trait of highly unstable mood thinking and behaviour unipolar mixed depression and highly recurrent unipolar depressionBPII is underdiagnosed in clinical practice and its pharmacological treatment is understudied Underdiagnosis is demonstrated by recent epidemiological studies While in DSMIV BPII is reported to have a lifetime
bipolar disorder,community prevalence of epidemiological studies have instead found that it has a lifetime community prevalence including the bipolar spectrum of around In depressed outpatients one in two may have BPII The recent increased diagnosing of BPII in research settings is related to several factors including the introduction of the use of semistructured interviews by trained research clinicians a relaxation of diagnostic criteria such that the minimum duration of hypomania is now less than the days stipulated by DSMIV and a probing for a history of hypomania focused more on overactivity increased goaldirected activity than on mood change although this is
bipolar disorder,still required for a diagnosis of hypomania Guidelines on the treatment of BPII are mainly consensus based and tend to follow those for the treatment of BPI because there have been few controlled studies of the treatment of BPII The current limited evidence supports the following lines of treatment for BPII Hypomania is likely to respond to the same agents useful for mania ie moodstabilising agents such as lithium and valproate and the secondgeneration antipsychotics ie olanzapine quetiapine risperidone ziprasidone aripiprazole Hypomania should be treated even if associated with overfunctioning because a depression often soon follows hypomania the hypomaniadepression cycle
bipolar disorder,For the treatment of acute BPII depression two controlled studies of quetiapine have not found clearcut positive effects Naturalistic studies although open to several biases have found antidepressants in acute BPII depression to be as effective as in unipolar depression however one recent large controlled study mainly in patients with BPI has found antidepressants to be no more effective than placebo Results from naturalistic studies and clinical observations on mixed depression while in need of replication in controlled studies indicate that antidepressants may worsen the concurrent intradepression hypomanic symptoms The only preventive treatment for both depression and hypomania that is
bipolar disorder,Bipolar disorder is a relatively common condition characterised by recurrent episodes of mania and depression and associated with high levels of morbidity and mortality Although there have been substantial advances in the pharmacotherapeutics of this condition over the last years the benefits have been predominantly in terms of tolerability and safety with no new treatments being demonstrated to be more effective than lithiumthe prototype mood stabiliser This article reviews current and emerging medications for bipolar disorder Most of the emerging treatments in pharmaceutical industry developmental programmes are new or modified anticonvulsants or atypical antipsychotics A number of possible future directions
bipolar disorder,IntroductionA growing body of evidence suggests that bipolar disorder BD is a progressive disease according to clinical biochemical and neuroimaging findings This study reviewed the literature on the relationship between specific biomarkers and BD stagesMethodsA comprehensive literature search of MEDLINE and PubMed was conducted to identify studies in English and Portuguese using the keywords biomarker neurotrophic factors inflammation oxidative stress neuroprogression and staging models crossreferenced with bipolar disorderResultsMorphometric studies of patients with BD found neuroanatomic abnormalities such as ventricular enlargement grey matter loss in the hippocampus and cerebellum volume decreases in the prefrontal cortex and variations in the size of
bipolar disorder,DSMIV subcategorises bipolar disorders into type type and a third not otherwise specified NOS category Although previous works suggest that these subtypes remain reasonably stable over time it is unclear if subdiagnoses endure over time or if patients are commonly recategorized within the spectrum in a realworld clinical setting We assessed subdiagnostic stability in individuals with bipolar disorder using data from the Swedish national quality assurance register for bipolar disorders BipolR Diagnoses at baseline registration that could occur at any time point during the course of illness were compared with diagnoses at followup registration years later Changes in subdiagnoses were
bipolar disorder,analysed in relation to clinical setting diagnostic procedure and patient features We found that and of patients diagnosed with bipolar disorder type type and NOS respectively retained the same subdiagnosis at the year followup The following factors were associated with higher rate of subdiagnostic transitions previous suicide attempts unemployment or low psychosocial function treatment with antidepressants and comorbid anxiety neuropsychiatric or personality disorder Conversely use and duration of mood stabilizer treatment the use of structured diagnostic instruments and treatment at an outpatient unit specialized in managing affective disorders were associated with lower likelihood of subdiagnostic transitions Our findings confirm that
bipolar disorder,ObjectiveTo provide exemplars of pseudohallucinations experienced by six individuals with bipolar disorder suggest that they may be preferentially overrepresented in those with that condition and argue that their presence does not indicate that the individual is necessarily psychoticMethodHistorical definitions of pseudohallucinations are overviewed and six profiles are presented considering manifestations in those with a bipolar disorder their sequencing and response to medicationResultsThe six patients initially judged such experiences as true hallucinations and only over time did they recognize their falsity Clinical observation suggests that pseudohallucinations may be more common in those with a bipolar disorder and that they can precede
bipolar disorder,Although awareness on bipolar disorder has increased during the last decade this condition remains characterized by a disabling burden in terms of morbidity and functional impairment This paper aims to review some critical issues in the current knowledge on Bipolar disorder Although large European epidemiological studies are lacking Bipolar disorder is characterized by a set of severe features including an early age of onset a chronic outcome and an important suicidal risk A majority of bipolar patients also experience a comorbid Axis I condition including substance abuse anxiety disorder and attentiondeficit hyperactivity disorder This situation presents a therapeutic challenge since
bipolar disorder,ObjectiveThe aim of the present study was to characterize the neurocognitive effects of lithium in bipolar disorder to inform clinical and research approaches for further investigationMethodsKey words pertaining to neurocognition in bipolar disorder and lithium treatment were used to search recognized databases to identify relevant literature The authors also retrieved gray literature eg book chapters known to them and examined pertinent articles from bibliographiesResultsA limited number of studies have examined the effects of lithium on neurocognition in bipolar disorder and although in some domains a consistent picture emerges in many domains the findings are mixed Lithium administration appears to reshape
bipolar disorder,key components of neurocognition in particular psychomotor speed verbal memory and verbal fluency Notably it has a sophisticated neurocognitive profile such that while lithium impairs neurocognition across some domains it seemingly preserves others possibly those vulnerable to the effects of bipolar disorder Furthermore its effects are likely to be direct and indirect via mood for example and cumulative with duration of treatment Disentangling the components of neurocognition modulated by lithium in the context of a fluctuating and complex illness such as bipolar disorder is a significant challenge but one that therefore demands a stratified and systematic approach such as that
bipolar disorder,BackgroundEpisode duration recurrence rates and time spent in manic and depressive phases of bipolar disorder BD is not well defined for subtypes of the disorderMethodsWe reviewed the course timing and duration of episodes of mania and depression among clinically treated DSMIVTR BD patients of various types and compared duration and rates as well as total proportion of time in depressive versus manic episodes during average years at riskResultsAs expected episodes of depressions were much longer than manias but episodeduration did not differ among BD diagnostic types I II with mainly mixedepisodes BDMx or with psychotic features BDP Recurrence rates episodesyear
bipolar disorder,and proportion of time in depression and their ratios to mania were highest in BDII and BDMx subjects with more maniasyear in psychotic and BDI subjects In most BDsubtypes except with psychotic features there was more time in depressive than manic morbidity owing mainly to longer depressive than manic episodes The proportion of time in depression was highest among those who followed a predominant DMI course whereas total time in mania was greatest in BD with psychotic features and BDI and with an MDI courseConclusionsSubtypes of BD patients differed little in episodeduration which was consistently much longer for depression The
bipolar disorder,Over the last decade there has been a growing appreciation of the importance of identifying and treating cognitive impairment associated with bipolar disorder since it persists in remission periods Evidence indicates that neurocognitive dysfunction may significantly influence patients psychosocial outcomes An everincreasing body of research seeks to achieve a better understanding of potential moderators contributing to cognitive impairment in bipolar disorder in order to develop prevention strategies and effective treatments This review provides an overview of the available data from studies examining treatments for cognitive dysfunction in bipolar disorder as well as potential novel treatments from both pharmacological and psychological
bipolar disorder,Bipolar disorder BD is a leading cause of global disability Its biological basis is unknown and its treatment unsatisfactory Here we review two recent areas of progress First the discovery of risk genes and their implications with a focus on voltagegated calcium channels as part of the disease process and as a drug target Second facilitated by new technologies it is increasingly apparent that the bipolar phenotype is more complex and nuanced than simply one of recurring manic and depressive episodes One such feature is persistent mood instability and efforts are underway to understand its mechanisms and its therapeutic potential
bipolar disorder,Characterized by the switch of manic and depressive phases bipolar disorder was described as early as the fifth century BC Nevertheless up to date the underlying neurobiology is still largely unclear assuming a multifactor genesis with both biologicalgenetic and psychosocial factors Significant process has been achieved in recent years in researching the causes of bipolar disorder with modern molecular biological eg genetic and epigenetic studies and imaging techniques eg positron emission tomography PET and functional magnetic resonance imaging fMRI In this chapter we will first summarize our recent knowledge on the etiology of bipolar disorder We then discuss how several
bipolar disorder,AimsThis article examines the ongoing debate concerning the diagnosis of bipolar disorder in children and adolescents This contentious issue has generated robust discussion over the past two decades without consensus and as such the true prevalence of socalled paediatric bipolar disorder PBD remains unknown In this article we offer a solution to break this deadlockMethodsRecent metaanalyses and additional literature concerning the definition and prevalence of PBD was critically reviewed with a view to understanding the perspectives of those developing the taxonomy of PBD and those engaged in research and clinical practiceResultsA key finding is the lack of iteration and meaningful
bipolar disorder,communication between the various groups interested in PBD that stems from deepseated problems within our classificatory systems This undermines our research efforts and complicates clinical practice These problems make the already difficult diagnosis of bipolar disorder in adults even more challenging to transpose to younger populations and additional complexities arise when parsing clinical phenomenology from normative developmental changes in youth Therefore in those manifesting bipolar symptoms postpuberty we argue for the use of adolescent bipolar disorder to describe bipolar symptoms whereas in prepubertal children we propose a reconceptualisation that allows symptomatic treatment to be advanced whilst requiring critical review of
bipolar disorder,PurposeThis review article provides an overview of the frequency burden of illness diagnosis and treatment of bipolar disorder BD from the perspective of the advanced practice nurses APNsData sourcesPubMed searches were conducted using the following keywords bipolar disorder and primary care restricted to dates 2000 to present bipolar disorder and nurse practitioner and bipolar disorder and clinical nurse specialist Selected articles were relevant to adult outpatient care in the United States with a prioritization of articles written by APNs or published in nursing journalsConclusionsBD has a substantial lifetime prevalence in the population at Because the manic or depressive symptoms of
bipolar disorder,People with bipolar disorder frequently experience persistent residual symptoms problems in psychosocial functioning cognitive impairment and poor quality of life In the last decade the treatment target in clinical and research settings has focused not only on clinical remission but also on functional recovery and more lately in personal recovery taking into account patients wellbeing and quality of life Hence the trend in psychiatry and psychology is to treat bipolar disorder in an integrative and holistic manner This literature review offers an overview regarding psychosocial functioning in bipolar disorder First a brief summary is provided regarding the definition of psychosocial
bipolar disorder,ObjectivesPaediatric bipolar disorder bipolar disorder occurring in prepubertal children is a diagnosis subject to considerable controversy Whilst historically considered to be very rare proponents since the 1990s have argued that mania can present differently in children and as such is much more common than previously thought Such proposals raise questions about the validity of proposed phenotypes and potential risks of iatrogenic harmMethodsI critically examine the construct of paediatric bipolar disorder using Robins and Guzes 1970American Journal of Psychiatry126 influential criteria for the validity of a psychiatric diagnosis I review in turn evidence relating to its clinical description delimitation from other
bipolar disorder,conditions followup studies family studies laboratory studies and treatment responseResultsAcross domains existing research highlights significant challenges establishing the diagnosis This includes significant heterogeneity in operationalising criteria for children variable or poor interrater reliability difficulty distinguishing paediatric bipolar disorder from other conditions large differences in rates of diagnosis between the United States of America and other countries limited evidence of continuity with adult forms and a lack of evidence for proposed paediatric phenotypes in children at genetic highrisk of the condition Laboratory and treatment studies are limited but also do not provide support for the constructConclusionsEvidence for the more widespread existence
bipolar disorder,Bipolar disorder BPD is a potentially lifelong condition characterised by extreme changes in mood that may begin in childhood and cause substantial impairment Over the past decades BPD has been the focus of increased attention mainly due to controversies surrounding its prevalence diagnosis and treatment in children and adolescents This report addresses these controversies by reviewing the extant evidence base providing clinicians with a summary of the literature on diagnosis phenomenology and treatment of paediatric BPD The debate regarding diagnosing children with BPD based on severe irritability and aggression is mostly resolved The current data support utilising the diagnostic criteria
bipolar disorder,Bipolar disorder is a lifelong mood disorder characterized by extreme mood swings between mania and depression Despite fitness costs associated with increased mortality and significant impairment bipolar disorder has persisted in the population with a high heritability and a stable prevalence Creativity and other positive traits have repeatedly been associated with the bipolar spectrum particularly among unaffected firstdegree relatives and those with milder expressions of bipolar traits This suggests a model in which large doses of risk variants cause illness but mild to moderate doses confer advantages which serve to maintain bipolar disorder in the population Bipolar disorder may thus
bipolar disorder,Bipolar disorder is a severe psychiatric disorder characterized by depressive manic and mixed episodes The illness affects about of the population Bipolar I disorders affect both genders equally whereas bipolar II disorders seem to occur more frequently in women The classification of the different subtypes of bipolar disorders is done depending on the severity and frequency of the episodes Other subtypes beside bipolar I and bipolar II disorder are rapid cycling more than episodes of mania depression hypomania or mixed state in one year and cyclothymia hypomanic and subdepressive symptoms over a two year period Besides a thorough psychiatric and
bipolar disorder,Bipolar disorder is a chronic severe recurrent mood disorder Traditional estimates of the prevalence of the disorder may underestimate the actual total disease burden The condition can occur across a wide spectrum of ages but the most common age of onset appears to be between the ages of and Bipolar disorder is often underdiagnosed or misdiagnosed with profound negative clinical and economic consequences Medical and psychiatric comorbidity is common in patients with bipolar disorder Functional disability because of bipolar disorder is comparable with that of many chronic medical conditions It has been estimated that the total annual societal cost of
bipolar disorder,ObjectiveTo synthesize the literature and develop guidance on supports needed for primary care and perinatal providers in screening initial management triage and bridging treatment for perinatal bipolar disorderMethodsWe conducted a scoping review by searching six electronic databases using keywords related to perinatal bipolar disorder We summarized descriptive statistics on settings and extracted information on care approaches We synthesized the literature on indirect care models and extracted data on screening followup referrals and managementResults articles were retrieved articles were included after review Most papers were reviews Fewer addressed care in obstetric n primary care n and pediatric settings n Most papers
bipolar disorder,ObjectivesClinical staging is widespread in medicine it informs prognosis clinical course and treatment and assists individualized care Staging places an individual on a probabilistic continuum of increasing potential disease severity ranging from clinically atrisk or latency stage through first threshold episode of illness or recurrence and finally to late or endstage disease The aim of the present paper was to examine and update the evidence regarding staging in bipolar disorder and how this might inform targeted and individualized intervention approachesMethodsWe provide a narrative review of the relevant informationResultsIn bipolar disorder the validity of staging is informed by a range of
bipolar disorder,findings that accompany illness progression including neuroimaging data suggesting incremental volume loss cognitive changes and a declining likelihood of response to pharmacological and psychosocial treatments Staging informs the adoption of a number of approaches including the active promotion of both indicated prevention for atrisk individuals and early intervention strategies for newly diagnosed individuals and the tailored implementation of treatments according to the stage of illnessConclusionsThe nature of bipolar disorder implies the presence of an active process of neuroprogression that is considered to be at least partly mediated by inflammation oxidative stress apoptosis and changes in neurogenesis It further supports the
bipolar disorder,ObjectiveBipolar affective disorder runs a natural course of frequent relapses and recurrences Despite significant strides in the pharmacological treatment of bipolar disorder most bipolar patients cannot be treated only by drugs The limitations of using medication alone in symptomatic relapse prevention and satisfactionquality of life terms have long prompted interest in wider forms of management One of the promising way how to enhance remission seems to be combination of pharmacotherapy and psychoeducationMethodsStudies were identified through PUBMED Web of Science and Scopus databases as well as existing reviews The search terms included bipolar disorder psychoeducation psychotherapy psychosocial treatment family therapy individual
bipolar disorder,therapy group therapy and psychoeducation The search was performed by repeated use of the words in different combinations with no language or time limitations This article is a review with conclusions concerned with psychoeducation in bipolar disorderConclusionsRandomized controlled trials of cognitive behavioral therapy interpersonal and social rhythm therapy individual group and family psychoeducation show that these approaches augment stabilizing effect of pharmacotherapy Patients and their families should be educated about bipolar disorder triggers warning signs mood relapse suicidal ideation and the effectiveness of early intervention to reduce complications Psychosocial approaches are important therapeutic strategies for reducing relapse and rehospitalization in
bipolar disorder,The debate regarding the possible existence of prepubertal bipolar illness has surfaced at various points in history In its most recent incarnation proponents of a childhood bipolar diagnosis argue that there is an earlyonset form of bipolar illness that is highly comorbid and characterized by simultaneous irritability and depression Others have suggested that childhood manic symptoms are more likely a nonspecific indicator of risk or may be the result of symptom overlap with various other forms of childhood pathology This article briefly reviews pertinent findings from epidemiologic developmental family and treatment studies that shed light on the etiology phenomenology and
bipolar disorder,Bipolar disorder BD is a severe psychiatric illness with an increasing prevalence worldwide Although the pathological mechanism of and pharmacological interventions for BD have been extensively investigated in preclinical and clinical studies a scientometric analysis of the developmental trends interdisciplinary frontiers and research hotspots in this field has not yet been conducted Therefore we performed a comprehensive scientometric review of published studies on BD over the past two decades 20022021 to identify the most frequently used keywords and explore research hotspots and trajectories The present findings revealed the main distribution knowledge structure topic evolution and emerging topics of BD research
bipolar disorder,Borderline personality disorder BPD and bipolar disorder types I and II are frequently confused because of their symptomatic overlap Although affective instability is a prominent feature of each the pattern is entirely different BPD is characterized by transient mood shifts that occur in response to interpersonal stressors whereas bipolar disorder is associated with sustained mood changes These disorders can be further distinguished by comparing their phenomenology etiology family history biological studies outcome and response to medication Their distinction is of great clinical importance because misdiagnosis can deprive the patient of potentially effective treatment whether it is psychotherapy for BPD or
bipolar disorder,BackgroundBipolar disorder heterogeneity is large leading to difficulties in identifying neuropathophysiological and etiological mechanisms and hindering the formation of clinically homogeneous patient groups in clinical trials Identifying markers of clinically more homogeneous groups would help disentangle BD heterogeneity Neuroimaging may aid in identifying such groups by highlighting specific biomarkers of BD subtypes or clinical dimensionsMethodsWe performed a systematic literature search of the neuroimaging literature assessing biomarkers of relevant BD phenotypes typeI vs II presence vs absence of psychotic features suicidal behavior and impulsivity rapid cycling good vs poor medication response age at onset cognitive performance and circadian abnormalitiesResultsConsistent biomarkers were
bipolar disorder,The authors provide an overview of the diagnosis course and treatment of bipolar II disorder a distinct subtype that is often misdiagnosed as unipolar depression or bipolar I disorder They discuss research suggesting that underdiagnosis of bipolar II disorder reflects a failure to identify subthreshold expression of mania hypomania The course of bipolar II disorder is different from that of bipolar I disorder or unipolar depression with distinct differences in rates of recovery clinical features and number of episodes The risk of suicide appears to be particularly elevated High rates of comorbid disorders have been reported including substance abuse or
bipolar disorder,Bipolar II disorder BPII is defined by DSMIV as recurrent episodes of depression and hypomania Hypomania according to DSMIV requires elevated euphoric andor irritable mood plus at least three of the following symptoms four if mood is only irritable grandiosity decreased need for sleep increased talking racing thoughts distractibility overactivity an increase in goaldirected activity psychomotor agitation and excessive involvement in risky activities This observable change in functioning should not be severe enough to cause marked impairment of social or occupational functioning or to require hospitalisation The distinction between BPII and bipolar I disorder BPI is not clearcut The symptoms
bipolar disorder,of mania defining BPI and hypomania defining BPII are the same apart from the presence of psychosis in mania and the distinction is based on the presence of marked impairment associated with mania ie mania is more severe and may require hospitalisation This is an unclear boundary that can lead to misclassification however the fact that hypomania often increases functioning makes the distinction between mania and hypomania clearer BPII depression can be syndromal and subsyndromal and it is the prominent feature of BPII It is often a mixed depression ie it has concurrent usually subsyndromal hypomanic symptoms It is the
bipolar disorder,depression that usually leads the patient to seek treatmentDSMIV bipolar disorders BPI BPII cyclothymic disorder and bipolar disorder not otherwise classified which includes very rapid cycling and recurrent hypomania are now considered to be part of the bipolar spectrum This is not included in DSMIV but is thought to also include antidepressantsubstanceassociated hypomania cyclothymic temperament a trait of highly unstable mood thinking and behaviour unipolar mixed depression and highly recurrent unipolar depressionBPII is underdiagnosed in clinical practice and its pharmacological treatment is understudied Underdiagnosis is demonstrated by recent epidemiological studies While in DSMIV BPII is reported to have a lifetime
bipolar disorder,community prevalence of epidemiological studies have instead found that it has a lifetime community prevalence including the bipolar spectrum of around In depressed outpatients one in two may have BPII The recent increased diagnosing of BPII in research settings is related to several factors including the introduction of the use of semistructured interviews by trained research clinicians a relaxation of diagnostic criteria such that the minimum duration of hypomania is now less than the days stipulated by DSMIV and a probing for a history of hypomania focused more on overactivity increased goaldirected activity than on mood change although this is
bipolar disorder,still required for a diagnosis of hypomania Guidelines on the treatment of BPII are mainly consensus based and tend to follow those for the treatment of BPI because there have been few controlled studies of the treatment of BPII The current limited evidence supports the following lines of treatment for BPII Hypomania is likely to respond to the same agents useful for mania ie moodstabilising agents such as lithium and valproate and the secondgeneration antipsychotics ie olanzapine quetiapine risperidone ziprasidone aripiprazole Hypomania should be treated even if associated with overfunctioning because a depression often soon follows hypomania the hypomaniadepression cycle
bipolar disorder,For the treatment of acute BPII depression two controlled studies of quetiapine have not found clearcut positive effects Naturalistic studies although open to several biases have found antidepressants in acute BPII depression to be as effective as in unipolar depression however one recent large controlled study mainly in patients with BPI has found antidepressants to be no more effective than placebo Results from naturalistic studies and clinical observations on mixed depression while in need of replication in controlled studies indicate that antidepressants may worsen the concurrent intradepression hypomanic symptoms The only preventive treatment for both depression and hypomania that is
bipolar disorder,Bipolar disorder is a relatively common condition characterised by recurrent episodes of mania and depression and associated with high levels of morbidity and mortality Although there have been substantial advances in the pharmacotherapeutics of this condition over the last years the benefits have been predominantly in terms of tolerability and safety with no new treatments being demonstrated to be more effective than lithiumthe prototype mood stabiliser This article reviews current and emerging medications for bipolar disorder Most of the emerging treatments in pharmaceutical industry developmental programmes are new or modified anticonvulsants or atypical antipsychotics A number of possible future directions
bipolar disorder,IntroductionA growing body of evidence suggests that bipolar disorder BD is a progressive disease according to clinical biochemical and neuroimaging findings This study reviewed the literature on the relationship between specific biomarkers and BD stagesMethodsA comprehensive literature search of MEDLINE and PubMed was conducted to identify studies in English and Portuguese using the keywords biomarker neurotrophic factors inflammation oxidative stress neuroprogression and staging models crossreferenced with bipolar disorderResultsMorphometric studies of patients with BD found neuroanatomic abnormalities such as ventricular enlargement grey matter loss in the hippocampus and cerebellum volume decreases in the prefrontal cortex and variations in the size of
bipolar disorder,DSMIV subcategorises bipolar disorders into type type and a third not otherwise specified NOS category Although previous works suggest that these subtypes remain reasonably stable over time it is unclear if subdiagnoses endure over time or if patients are commonly recategorized within the spectrum in a realworld clinical setting We assessed subdiagnostic stability in individuals with bipolar disorder using data from the Swedish national quality assurance register for bipolar disorders BipolR Diagnoses at baseline registration that could occur at any time point during the course of illness were compared with diagnoses at followup registration years later Changes in subdiagnoses were
bipolar disorder,analysed in relation to clinical setting diagnostic procedure and patient features We found that and of patients diagnosed with bipolar disorder type type and NOS respectively retained the same subdiagnosis at the year followup The following factors were associated with higher rate of subdiagnostic transitions previous suicide attempts unemployment or low psychosocial function treatment with antidepressants and comorbid anxiety neuropsychiatric or personality disorder Conversely use and duration of mood stabilizer treatment the use of structured diagnostic instruments and treatment at an outpatient unit specialized in managing affective disorders were associated with lower likelihood of subdiagnostic transitions Our findings confirm that
bipolar disorder,ObjectiveTo provide exemplars of pseudohallucinations experienced by six individuals with bipolar disorder suggest that they may be preferentially overrepresented in those with that condition and argue that their presence does not indicate that the individual is necessarily psychoticMethodHistorical definitions of pseudohallucinations are overviewed and six profiles are presented considering manifestations in those with a bipolar disorder their sequencing and response to medicationResultsThe six patients initially judged such experiences as true hallucinations and only over time did they recognize their falsity Clinical observation suggests that pseudohallucinations may be more common in those with a bipolar disorder and that they can precede
bipolar disorder,Although awareness on bipolar disorder has increased during the last decade this condition remains characterized by a disabling burden in terms of morbidity and functional impairment This paper aims to review some critical issues in the current knowledge on Bipolar disorder Although large European epidemiological studies are lacking Bipolar disorder is characterized by a set of severe features including an early age of onset a chronic outcome and an important suicidal risk A majority of bipolar patients also experience a comorbid Axis I condition including substance abuse anxiety disorder and attentiondeficit hyperactivity disorder This situation presents a therapeutic challenge since
bipolar disorder,ObjectiveThe aim of the present study was to characterize the neurocognitive effects of lithium in bipolar disorder to inform clinical and research approaches for further investigationMethodsKey words pertaining to neurocognition in bipolar disorder and lithium treatment were used to search recognized databases to identify relevant literature The authors also retrieved gray literature eg book chapters known to them and examined pertinent articles from bibliographiesResultsA limited number of studies have examined the effects of lithium on neurocognition in bipolar disorder and although in some domains a consistent picture emerges in many domains the findings are mixed Lithium administration appears to reshape
bipolar disorder,key components of neurocognition in particular psychomotor speed verbal memory and verbal fluency Notably it has a sophisticated neurocognitive profile such that while lithium impairs neurocognition across some domains it seemingly preserves others possibly those vulnerable to the effects of bipolar disorder Furthermore its effects are likely to be direct and indirect via mood for example and cumulative with duration of treatment Disentangling the components of neurocognition modulated by lithium in the context of a fluctuating and complex illness such as bipolar disorder is a significant challenge but one that therefore demands a stratified and systematic approach such as that
bipolar disorder,Bipolar disorder is an affective or mood disorder that affects children and adolescents as well as adults Originally thought to be rare in childhood this disorder is now diagnosed even in the prepubertal age group With pediatricians providing health care for the majority of children and adolescents these physicians will see the children early in their presentation with affective disorder This review focuses on the early recognition of children with bipolar disorder or children who are at increased risk of developing mania Early recognition can lead to early treatment and reduce both short and longterm morbidity and mortality This review
bipolar disorder,Bipolar disorder is a multifactorial psychiatric disorder with developmental and progressive neurophysiological alterations This disorder is typically characterized by cyclical and recurrent episodes of mania and depression but is heterogeneous in its clinical presentation and outcome Although the DSMIVTR criteria identify several features that are of phenomenological relevance these are of less utility for defining homogeneous subgroups for analyses of correlations with biomarkers or for directing focused medication strategies We provide a comprehensive review of existing evidence regarding to age at onset in bipolar disorder Eight admixture studies demonstrate three homogeneous subgroups of patients with bipolar disorder identified according to
bipolar disorder,age at onset early intermediate and late age at onset with two cutoff points at and years It is suggested that the earlyonset subgroup has specific clinical features and outcomes different from those of the other subgroups Earlyonset subgroup may be considered a more suitable clinical phenotype for the identification of susceptibility genes with recent data demonstrating associations with genetic variants specifically in this subgroup The use of age at onset as a specifier may also facilitate the identification of other biological markers for use in brain imaging circadian inflammatory and cognitive research A key challenge is posed by the
bipolar disorder,BackgroundChildhood bipolar disorder remains a controversial but increasingly diagnosed disorder that is associated with significant impairment chronic course and treatment resistance Therefore the search for prodromes or early markers of risk for later childhood bipolar disorder may be of great importance for prevention andor early identificationMethodsLiterature searches were conducted to identify reviews case reports and empirical papers addressing the issue of prodromes of childhood bipolar disorderResultsA total of articles were found that related to bipolar prodromes risk factors for later childhood bipolar disorder childhood risk for adult bipolar disorder mania manifestations in early childhood and neuropsychological and biological markers of
bipolar disorder,childhood bipolar disorder A review of articles suggest a childhood bipolar prodromes may be detectable prior to the onset of the disorder b prodromal symptoms may display episodicity during childhood c there is evidence of possible endophenotypic markers such as deficits in executive function sustained attention and emotion labeling d there is a potential association with functional structural and biochemical alterations evident in brain structures involved in mood regulation e a link between childhood bipolar disorder with early tempermental markers such as emotional regulation and behavioral disinhibition and f there is some early but promising evidence of effective psychotherapeutic preventionsConclusionsThere
bipolar disorder,ObjectivesSeveral studies have recently been conducted that have explored the benefits of psychological interventions in reducing symptomatology or improving outcomes in young people atrisk of developing bipolar disorder The aim of this review was to explore if such interventions reduce current psychiatric symptoms and prevent the development of new symptomsMethodsA systematic review was conducted using the Preferred Reporting Items for Systematic Reviews and MetaAnalyses PRISMA Databases searched were MEDLINE EMBASE PsychInfo CINAHL and SCOPUS from January 1990 until August 2018 The inclusion criteria were young people aged under years with a family history of bipolar disorder and any empirical studies
bipolar disorder,that contained a psychological or psychoeducation interventionResultsA total of articles N males were included mean age ranged from to years Interventions conducted included Family Focussed Therapy Interpersonal and Social Rhythm Therapy and Mindfulnessbased Cognitive Therapy for Children Significant results were found in some studies depending on the samples initial symptoms with reduced time to relapse and reduced symptoms of anxiety depression and hypomania being foundLimitationsNo studies have explored if interventions may delay the time to onset of first hypomanic episodes and only two randomised controlled trials were identifiedConclusionsSome significant results were noted with lower symptoms of anxiety depression and hypomania
bipolar disorder,ObjectiveTo review the literature covering the epidemiology clinical characteristics longitudinal course prognosis and clues for the assessment of the Pediatrics Bipolar Disorder PBDMethodA computerized search in PubMed looking for published articles since 1980ResultsDuring the last years the PBD diagnosis has proliferated largely with some studies reporting incidences between and In the past some researchers reported that atypical symptoms could be more common than the classical symptoms in the PBD However current studies confirm the presence of typical mania symptoms in the youngest Also they confirm the utility of the diagnostic criteria DSMIV in this population with the PBDNOS as the
bipolar disorder,most prevalent phenotype Those cases with irritability and without any other maniac symptom are still not clear but the evidence shows a possible evolution towards others nonbipolar affective disorders The PBD has high comorbidity especially with ADHD and Disruptive Behavior Disorders In the longitudinal evaluation the PBD cases show high rates of relapse and persistent subsyndromical symptoms The diagnosis is based in the clinical presentation with collateral information provided by the family Screening scales and standardized interview has been developedConclusionsNow days is possible the diagnosis of PBD although there is not enough information about the categorization and the longitudinal course
