Label,Abstract
bipolar disorder,Over the last decade there has been a growing appreciation of the importance of identifying and treating cognitive impairment associated with bipolar disorder since it persists in remission periods Evidence indicates that neurocognitive dysfunction may significantly influence patients psychosocial outcomes An everincreasing body of research seeks to achieve a better understanding of potential moderators contributing to cognitive impairment in bipolar disorder in order to develop prevention strategies and effective treatments This review provides an overview
bipolar disorder,Bipolar disorder BD is a leading cause of global disability Its biological basis is unknown and its treatment unsatisfactory Here we review two recent areas of progress First the discovery of risk genes and their implications with a focus on voltagegated calcium channels as part of the disease process and as a drug target Second facilitated by new technologies it is increasingly apparent that the bipolar phenotype is more complex and nuanced than simply one
bipolar disorder,Characterized by the switch of manic and depressive phases bipolar disorder was described as early as the fifth century BC Nevertheless up to date the underlying neurobiology is still largely unclear assuming a multifactor genesis with both biologicalgenetic and psychosocial factors Significant process has been achieved in recent years in researching the causes of bipolar disorder with modern molecular biological eg genetic and epigenetic studies and imaging techniques eg positron emission tomography PET and functional
bipolar disorder,AimsThis article examines the ongoing debate concerning the diagnosis of bipolar disorder in children and adolescents This contentious issue has generated robust discussion over the past two decades without consensus and as such the true prevalence of socalled paediatric bipolar disorder PBD remains unknown In this article we offer a solution to break this deadlockMethodsRecent metaanalyses and additional literature concerning the definition and prevalence of PBD was critically reviewed with a view to understanding the
bipolar disorder,perspectives of those developing the taxonomy of PBD and those engaged in research and clinical practiceResultsA key finding is the lack of iteration and meaningful communication between the various groups interested in PBD that stems from deepseated problems within our classificatory systems This undermines our research efforts and complicates clinical practice These problems make the already difficult diagnosis of bipolar disorder in adults even more challenging to transpose to younger populations and additional complexities arise
bipolar disorder,when parsing clinical phenomenology from normative developmental changes in youth Therefore in those manifesting bipolar symptoms postpuberty we argue for the use of adolescent bipolar disorder to describe bipolar symptoms whereas in prepubertal children we propose a reconceptualisation that allows symptomatic treatment to be advanced whilst requiring critical review of these symptoms over timeConclusionSignificant changes in our current taxonomy are necessary and to be clinically meaningful these revisions to our diagnoses need to be developmentallyinformed
bipolar disorder,PurposeThis review article provides an overview of the frequency burden of illness diagnosis and treatment of bipolar disorder BD from the perspective of the advanced practice nurses APNsData sourcesPubMed searches were conducted using the following keywords bipolar disorder and primary care restricted to dates 2000 to present bipolar disorder and nurse practitioner and bipolar disorder and clinical nurse specialist Selected articles were relevant to adult outpatient care in the United States with a prioritization of
bipolar disorder,articles written by APNs or published in nursing journalsConclusionsBD has a substantial lifetime prevalence in the population at Because the manic or depressive symptoms of BD tend to be severe and recurrent over a patients lifetime the condition is associated with significant burden to the individual caregivers and society Clinician awareness that BD may be present increases the likelihood of successful recognition and appropriate treatment A number of pharmacological and nonpharmacological treatments are available for
bipolar disorder,People with bipolar disorder frequently experience persistent residual symptoms problems in psychosocial functioning cognitive impairment and poor quality of life In the last decade the treatment target in clinical and research settings has focused not only on clinical remission but also on functional recovery and more lately in personal recovery taking into account patients wellbeing and quality of life Hence the trend in psychiatry and psychology is to treat bipolar disorder in an integrative and
bipolar disorder,holistic manner This literature review offers an overview regarding psychosocial functioning in bipolar disorder First a brief summary is provided regarding the definition of psychosocial functioning and the tools to measure it Then the most reported variables influencing the functional outcome in patients with bipolar disorder are listed Thereafter we include a section discussing therapies with proven efficacy at enhancing functional outcomes Other possible therapies that could be useful to prevent functional decline and improve
bipolar disorder,ObjectivesPaediatric bipolar disorder bipolar disorder occurring in prepubertal children is a diagnosis subject to considerable controversy Whilst historically considered to be very rare proponents since the 1990s have argued that mania can present differently in children and as such is much more common than previously thought Such proposals raise questions about the validity of proposed phenotypes and potential risks of iatrogenic harmMethodsI critically examine the construct of paediatric bipolar disorder using Robins and Guzes 1970American
bipolar disorder,Journal of Psychiatry126 influential criteria for the validity of a psychiatric diagnosis I review in turn evidence relating to its clinical description delimitation from other conditions followup studies family studies laboratory studies and treatment responseResultsAcross domains existing research highlights significant challenges establishing the diagnosis This includes significant heterogeneity in operationalising criteria for children variable or poor interrater reliability difficulty distinguishing paediatric bipolar disorder from other conditions large differences in rates of diagnosis between the United
bipolar disorder,States of America and other countries limited evidence of continuity with adult forms and a lack of evidence for proposed paediatric phenotypes in children at genetic highrisk of the condition Laboratory and treatment studies are limited but also do not provide support for the constructConclusionsEvidence for the more widespread existence of paediatric bipolar disorder and its various proposed phenotypes remains weak The ongoing popularity of the diagnosis most evident in America may reflect social pressures
bipolar disorder,Further understanding of older age bipolar disorder OABD may lead to more specific recommendations for treatment adjusted to the specific characteristics and needs caused by agerelated somatic and cognitive changes Lateonset mania has a broad differential diagnosis and requires full psychiatric and somatic workup including brain imaging Research on pharmacotherapy in OABD is limited Firstline treatment of OABD is similar to that for adult bipolar disorder BD with specific attention to vulnerability to side effects
bipolar disorder,Bipolar disorder BPD is a potentially lifelong condition characterised by extreme changes in mood that may begin in childhood and cause substantial impairment Over the past decades BPD has been the focus of increased attention mainly due to controversies surrounding its prevalence diagnosis and treatment in children and adolescents This report addresses these controversies by reviewing the extant evidence base providing clinicians with a summary of the literature on diagnosis phenomenology and treatment of paediatric
bipolar disorder,BPD The debate regarding diagnosing children with BPD based on severe irritability and aggression is mostly resolved The current data support utilising the diagnostic criteria based on episodic changes of mood polarity Therefore longitudinal course of illness should be explored in detail when diagnosing BPD Given high rates of genetic predisposition for BPD assessment of youth should focus on obtaining accurate family history of this condition Additionally there has been a substantial increase in randomised
bipolar disorder,Bipolar disorder is a lifelong mood disorder characterized by extreme mood swings between mania and depression Despite fitness costs associated with increased mortality and significant impairment bipolar disorder has persisted in the population with a high heritability and a stable prevalence Creativity and other positive traits have repeatedly been associated with the bipolar spectrum particularly among unaffected firstdegree relatives and those with milder expressions of bipolar traits This suggests a model in which large doses
bipolar disorder,of risk variants cause illness but mild to moderate doses confer advantages which serve to maintain bipolar disorder in the population Bipolar disorder may thus be better conceptualized as a dimensional trait existing at the extreme of normal population variation in positive temperament personality and cognitive traits aspects of which may reflect a shared vulnerability with creativity Investigations of this shared vulnerability may provide insight into the genetic mechanisms underlying illness and suggest novel treatments
bipolar disorder,Bipolar disorder is a severe psychiatric disorder characterized by depressive manic and mixed episodes The illness affects about of the population Bipolar I disorders affect both genders equally whereas bipolar II disorders seem to occur more frequently in women The classification of the different subtypes of bipolar disorders is done depending on the severity and frequency of the episodes Other subtypes beside bipolar I and bipolar II disorder are rapid cycling more than episodes of
bipolar disorder,mania depression hypomania or mixed state in one year and cyclothymia hypomanic and subdepressive symptoms over a two year period Besides a thorough psychiatric and neurological examination further clinical tests should be performed in order to exclude differential diagnosis psychiatric as well as neurological and somatic diseases The course of the illness is often negatively affected by the high frequency of psychiatric and somatic comorbidities After all the prognosis of bipolar disorder is depending on
bipolar disorder,Bipolar disorder is a chronic severe recurrent mood disorder Traditional estimates of the prevalence of the disorder may underestimate the actual total disease burden The condition can occur across a wide spectrum of ages but the most common age of onset appears to be between the ages of and Bipolar disorder is often underdiagnosed or misdiagnosed with profound negative clinical and economic consequences Medical and psychiatric comorbidity is common in patients with bipolar disorder Functional
bipolar disorder,ObjectiveTo synthesize the literature and develop guidance on supports needed for primary care and perinatal providers in screening initial management triage and bridging treatment for perinatal bipolar disorderMethodsWe conducted a scoping review by searching six electronic databases using keywords related to perinatal bipolar disorder We summarized descriptive statistics on settings and extracted information on care approaches We synthesized the literature on indirect care models and extracted data on screening followup referrals and managementResults articles were
bipolar disorder,retrieved articles were included after review Most papers were reviews Fewer addressed care in obstetric n primary care n and pediatric settings n Most papers n discussed using screening instruments for bipolar disorder Articles were mixed on recommendations for bipolar disorder screeningConclusionsVaried strategies for structured assessment exist and are influenced by practice setting There remains uncertainty about optimal strategies for screening and management of perinatal bipolar disorder We recommend screening for bipolar disorder in the
bipolar disorder,ObjectivesClinical staging is widespread in medicine it informs prognosis clinical course and treatment and assists individualized care Staging places an individual on a probabilistic continuum of increasing potential disease severity ranging from clinically atrisk or latency stage through first threshold episode of illness or recurrence and finally to late or endstage disease The aim of the present paper was to examine and update the evidence regarding staging in bipolar disorder and how this might inform
bipolar disorder,targeted and individualized intervention approachesMethodsWe provide a narrative review of the relevant informationResultsIn bipolar disorder the validity of staging is informed by a range of findings that accompany illness progression including neuroimaging data suggesting incremental volume loss cognitive changes and a declining likelihood of response to pharmacological and psychosocial treatments Staging informs the adoption of a number of approaches including the active promotion of both indicated prevention for atrisk individuals and early intervention strategies for
bipolar disorder,newly diagnosed individuals and the tailored implementation of treatments according to the stage of illnessConclusionsThe nature of bipolar disorder implies the presence of an active process of neuroprogression that is considered to be at least partly mediated by inflammation oxidative stress apoptosis and changes in neurogenesis It further supports the concept of neuroprotection in that a diversity of agents have putative effects against these molecular targets Clinically staging suggests that the atrisk state or first
bipolar disorder,Mania in old age is not as rare as it was once thought to be It may constitute up to per cent of admissions in the psychogeriatric department The clinical picture for the most part seems to correspond with mania in younger patients although some patients may have atypical presentations Secondary mania should be excluded first before a firm diagnosis of primary affective disorder is made The prognosis and treatment of late onset mania do
bipolar disorder,ObjectiveBipolar affective disorder runs a natural course of frequent relapses and recurrences Despite significant strides in the pharmacological treatment of bipolar disorder most bipolar patients cannot be treated only by drugs The limitations of using medication alone in symptomatic relapse prevention and satisfactionquality of life terms have long prompted interest in wider forms of management One of the promising way how to enhance remission seems to be combination of pharmacotherapy and psychoeducationMethodsStudies were identified through
bipolar disorder,PUBMED Web of Science and Scopus databases as well as existing reviews The search terms included bipolar disorder psychoeducation psychotherapy psychosocial treatment family therapy individual therapy group therapy and psychoeducation The search was performed by repeated use of the words in different combinations with no language or time limitations This article is a review with conclusions concerned with psychoeducation in bipolar disorderConclusionsRandomized controlled trials of cognitive behavioral therapy interpersonal and social rhythm therapy individual group
bipolar disorder,The debate regarding the possible existence of prepubertal bipolar illness has surfaced at various points in history In its most recent incarnation proponents of a childhood bipolar diagnosis argue that there is an earlyonset form of bipolar illness that is highly comorbid and characterized by simultaneous irritability and depression Others have suggested that childhood manic symptoms are more likely a nonspecific indicator of risk or may be the result of symptom overlap with various other
bipolar disorder,Because the elderly are the fastest growing segment of the population the number of older adults with bipolar disorder is increasing Geriatric bipolar disorder is relatively rare with an estimated lifetime prevalence of to although approximately to of older patients in clinical psychiatric settings have bipolar disorder Bipolar elders are disproportionately affected by medical burden Given the complex nature of this disorder comorbidity and behavioral disturbances various interventions may be indicated including pharmacotherapies electroconvulsive therapy
bipolar disorder,Bipolar disorder BD is a severe psychiatric illness with an increasing prevalence worldwide Although the pathological mechanism of and pharmacological interventions for BD have been extensively investigated in preclinical and clinical studies a scientometric analysis of the developmental trends interdisciplinary frontiers and research hotspots in this field has not yet been conducted Therefore we performed a comprehensive scientometric review of published studies on BD over the past two decades 20022021 to identify the most frequently
bipolar disorder,Bipolar disorder is characterized by recurrent mood episodes affecting to of the population Although its defining features are manic and hypomanic episodes its course is dominated by depressive syndromes Diagnosis can be challenging owing to symptom overlap with other disorders Management goals include early and complete remission of acute episodes and the prevention of relapse between episodes We present an overview of bipolar disorder and its subtypes including algorithms and suggestions for screening assessment and
bipolar disorder,Borderline personality disorder BPD and bipolar disorder types I and II are frequently confused because of their symptomatic overlap Although affective instability is a prominent feature of each the pattern is entirely different BPD is characterized by transient mood shifts that occur in response to interpersonal stressors whereas bipolar disorder is associated with sustained mood changes These disorders can be further distinguished by comparing their phenomenology etiology family history biological studies outcome and response to
bipolar disorder,BackgroundBipolar disorder heterogeneity is large leading to difficulties in identifying neuropathophysiological and etiological mechanisms and hindering the formation of clinically homogeneous patient groups in clinical trials Identifying markers of clinically more homogeneous groups would help disentangle BD heterogeneity Neuroimaging may aid in identifying such groups by highlighting specific biomarkers of BD subtypes or clinical dimensionsMethodsWe performed a systematic literature search of the neuroimaging literature assessing biomarkers of relevant BD phenotypes typeI vs II presence vs
bipolar disorder,absence of psychotic features suicidal behavior and impulsivity rapid cycling good vs poor medication response age at onset cognitive performance and circadian abnormalitiesResultsConsistent biomarkers were associated with suicidal behavior ie frontalanterior alterations prefrontal and cingulate grey matter prefrontal white matter in patients with a history of suicide attempts and with cognitive performance ie involvement of frontal and temporal regions superior and inferior longitudinal fasciculus right thalamic radiation and corpus callosum in executive dysfunctions For the
bipolar disorder,BackgroundEpisode duration recurrence rates and time spent in manic and depressive phases of bipolar disorder BD is not well defined for subtypes of the disorderMethodsWe reviewed the course timing and duration of episodes of mania and depression among clinically treated DSMIVTR BD patients of various types and compared duration and rates as well as total proportion of time in depressive versus manic episodes during average years at riskResultsAs expected episodes of depressions were much longer
bipolar disorder,than manias but episodeduration did not differ among BD diagnostic types I II with mainly mixedepisodes BDMx or with psychotic features BDP Recurrence rates episodesyear and proportion of time in depression and their ratios to mania were highest in BDII and BDMx subjects with more maniasyear in psychotic and BDI subjects In most BDsubtypes except with psychotic features there was more time in depressive than manic morbidity owing mainly to longer depressive than manic episodes
bipolar disorder,Bipolar disorder is a serious disorder of mood that is associated with considerable psychosocial and economic morbidity Even though it is more common than previously thought it has until relatively recently been somewhat neglected in terms of research when compared to disorders such as schizophrenia and major depression Recent advances in the fields of nosology epidemiology and molecular genetics in particular have begun to unravel some of the complexity of this disorder and the next
bipolar disorder,Over the last decade there has been a growing appreciation of the importance of identifying and treating cognitive impairment associated with bipolar disorder since it persists in remission periods Evidence indicates that neurocognitive dysfunction may significantly influence patients psychosocial outcomes An everincreasing body of research seeks to achieve a better understanding of potential moderators contributing to cognitive impairment in bipolar disorder in order to develop prevention strategies and effective treatments This review provides an overview
bipolar disorder,Bipolar disorder BD is a leading cause of global disability Its biological basis is unknown and its treatment unsatisfactory Here we review two recent areas of progress First the discovery of risk genes and their implications with a focus on voltagegated calcium channels as part of the disease process and as a drug target Second facilitated by new technologies it is increasingly apparent that the bipolar phenotype is more complex and nuanced than simply one
bipolar disorder,Characterized by the switch of manic and depressive phases bipolar disorder was described as early as the fifth century BC Nevertheless up to date the underlying neurobiology is still largely unclear assuming a multifactor genesis with both biologicalgenetic and psychosocial factors Significant process has been achieved in recent years in researching the causes of bipolar disorder with modern molecular biological eg genetic and epigenetic studies and imaging techniques eg positron emission tomography PET and functional
bipolar disorder,AimsThis article examines the ongoing debate concerning the diagnosis of bipolar disorder in children and adolescents This contentious issue has generated robust discussion over the past two decades without consensus and as such the true prevalence of socalled paediatric bipolar disorder PBD remains unknown In this article we offer a solution to break this deadlockMethodsRecent metaanalyses and additional literature concerning the definition and prevalence of PBD was critically reviewed with a view to understanding the
bipolar disorder,perspectives of those developing the taxonomy of PBD and those engaged in research and clinical practiceResultsA key finding is the lack of iteration and meaningful communication between the various groups interested in PBD that stems from deepseated problems within our classificatory systems This undermines our research efforts and complicates clinical practice These problems make the already difficult diagnosis of bipolar disorder in adults even more challenging to transpose to younger populations and additional complexities arise
bipolar disorder,when parsing clinical phenomenology from normative developmental changes in youth Therefore in those manifesting bipolar symptoms postpuberty we argue for the use of adolescent bipolar disorder to describe bipolar symptoms whereas in prepubertal children we propose a reconceptualisation that allows symptomatic treatment to be advanced whilst requiring critical review of these symptoms over timeConclusionSignificant changes in our current taxonomy are necessary and to be clinically meaningful these revisions to our diagnoses need to be developmentallyinformed
bipolar disorder,PurposeThis review article provides an overview of the frequency burden of illness diagnosis and treatment of bipolar disorder BD from the perspective of the advanced practice nurses APNsData sourcesPubMed searches were conducted using the following keywords bipolar disorder and primary care restricted to dates 2000 to present bipolar disorder and nurse practitioner and bipolar disorder and clinical nurse specialist Selected articles were relevant to adult outpatient care in the United States with a prioritization of
bipolar disorder,articles written by APNs or published in nursing journalsConclusionsBD has a substantial lifetime prevalence in the population at Because the manic or depressive symptoms of BD tend to be severe and recurrent over a patients lifetime the condition is associated with significant burden to the individual caregivers and society Clinician awareness that BD may be present increases the likelihood of successful recognition and appropriate treatment A number of pharmacological and nonpharmacological treatments are available for
bipolar disorder,People with bipolar disorder frequently experience persistent residual symptoms problems in psychosocial functioning cognitive impairment and poor quality of life In the last decade the treatment target in clinical and research settings has focused not only on clinical remission but also on functional recovery and more lately in personal recovery taking into account patients wellbeing and quality of life Hence the trend in psychiatry and psychology is to treat bipolar disorder in an integrative and
bipolar disorder,holistic manner This literature review offers an overview regarding psychosocial functioning in bipolar disorder First a brief summary is provided regarding the definition of psychosocial functioning and the tools to measure it Then the most reported variables influencing the functional outcome in patients with bipolar disorder are listed Thereafter we include a section discussing therapies with proven efficacy at enhancing functional outcomes Other possible therapies that could be useful to prevent functional decline and improve
bipolar disorder,ObjectivesPaediatric bipolar disorder bipolar disorder occurring in prepubertal children is a diagnosis subject to considerable controversy Whilst historically considered to be very rare proponents since the 1990s have argued that mania can present differently in children and as such is much more common than previously thought Such proposals raise questions about the validity of proposed phenotypes and potential risks of iatrogenic harmMethodsI critically examine the construct of paediatric bipolar disorder using Robins and Guzes 1970American
bipolar disorder,Journal of Psychiatry126 influential criteria for the validity of a psychiatric diagnosis I review in turn evidence relating to its clinical description delimitation from other conditions followup studies family studies laboratory studies and treatment responseResultsAcross domains existing research highlights significant challenges establishing the diagnosis This includes significant heterogeneity in operationalising criteria for children variable or poor interrater reliability difficulty distinguishing paediatric bipolar disorder from other conditions large differences in rates of diagnosis between the United
bipolar disorder,States of America and other countries limited evidence of continuity with adult forms and a lack of evidence for proposed paediatric phenotypes in children at genetic highrisk of the condition Laboratory and treatment studies are limited but also do not provide support for the constructConclusionsEvidence for the more widespread existence of paediatric bipolar disorder and its various proposed phenotypes remains weak The ongoing popularity of the diagnosis most evident in America may reflect social pressures
bipolar disorder,Further understanding of older age bipolar disorder OABD may lead to more specific recommendations for treatment adjusted to the specific characteristics and needs caused by agerelated somatic and cognitive changes Lateonset mania has a broad differential diagnosis and requires full psychiatric and somatic workup including brain imaging Research on pharmacotherapy in OABD is limited Firstline treatment of OABD is similar to that for adult bipolar disorder BD with specific attention to vulnerability to side effects
bipolar disorder,Bipolar disorder BPD is a potentially lifelong condition characterised by extreme changes in mood that may begin in childhood and cause substantial impairment Over the past decades BPD has been the focus of increased attention mainly due to controversies surrounding its prevalence diagnosis and treatment in children and adolescents This report addresses these controversies by reviewing the extant evidence base providing clinicians with a summary of the literature on diagnosis phenomenology and treatment of paediatric
bipolar disorder,BPD The debate regarding diagnosing children with BPD based on severe irritability and aggression is mostly resolved The current data support utilising the diagnostic criteria based on episodic changes of mood polarity Therefore longitudinal course of illness should be explored in detail when diagnosing BPD Given high rates of genetic predisposition for BPD assessment of youth should focus on obtaining accurate family history of this condition Additionally there has been a substantial increase in randomised
bipolar disorder,Bipolar disorder is a lifelong mood disorder characterized by extreme mood swings between mania and depression Despite fitness costs associated with increased mortality and significant impairment bipolar disorder has persisted in the population with a high heritability and a stable prevalence Creativity and other positive traits have repeatedly been associated with the bipolar spectrum particularly among unaffected firstdegree relatives and those with milder expressions of bipolar traits This suggests a model in which large doses
bipolar disorder,of risk variants cause illness but mild to moderate doses confer advantages which serve to maintain bipolar disorder in the population Bipolar disorder may thus be better conceptualized as a dimensional trait existing at the extreme of normal population variation in positive temperament personality and cognitive traits aspects of which may reflect a shared vulnerability with creativity Investigations of this shared vulnerability may provide insight into the genetic mechanisms underlying illness and suggest novel treatments
bipolar disorder,Bipolar disorder is a severe psychiatric disorder characterized by depressive manic and mixed episodes The illness affects about of the population Bipolar I disorders affect both genders equally whereas bipolar II disorders seem to occur more frequently in women The classification of the different subtypes of bipolar disorders is done depending on the severity and frequency of the episodes Other subtypes beside bipolar I and bipolar II disorder are rapid cycling more than episodes of
bipolar disorder,mania depression hypomania or mixed state in one year and cyclothymia hypomanic and subdepressive symptoms over a two year period Besides a thorough psychiatric and neurological examination further clinical tests should be performed in order to exclude differential diagnosis psychiatric as well as neurological and somatic diseases The course of the illness is often negatively affected by the high frequency of psychiatric and somatic comorbidities After all the prognosis of bipolar disorder is depending on
bipolar disorder,Bipolar disorder is a chronic severe recurrent mood disorder Traditional estimates of the prevalence of the disorder may underestimate the actual total disease burden The condition can occur across a wide spectrum of ages but the most common age of onset appears to be between the ages of and Bipolar disorder is often underdiagnosed or misdiagnosed with profound negative clinical and economic consequences Medical and psychiatric comorbidity is common in patients with bipolar disorder Functional
bipolar disorder,ObjectiveTo synthesize the literature and develop guidance on supports needed for primary care and perinatal providers in screening initial management triage and bridging treatment for perinatal bipolar disorderMethodsWe conducted a scoping review by searching six electronic databases using keywords related to perinatal bipolar disorder We summarized descriptive statistics on settings and extracted information on care approaches We synthesized the literature on indirect care models and extracted data on screening followup referrals and managementResults articles were
bipolar disorder,retrieved articles were included after review Most papers were reviews Fewer addressed care in obstetric n primary care n and pediatric settings n Most papers n discussed using screening instruments for bipolar disorder Articles were mixed on recommendations for bipolar disorder screeningConclusionsVaried strategies for structured assessment exist and are influenced by practice setting There remains uncertainty about optimal strategies for screening and management of perinatal bipolar disorder We recommend screening for bipolar disorder in the
bipolar disorder,ObjectivesClinical staging is widespread in medicine it informs prognosis clinical course and treatment and assists individualized care Staging places an individual on a probabilistic continuum of increasing potential disease severity ranging from clinically atrisk or latency stage through first threshold episode of illness or recurrence and finally to late or endstage disease The aim of the present paper was to examine and update the evidence regarding staging in bipolar disorder and how this might inform
bipolar disorder,targeted and individualized intervention approachesMethodsWe provide a narrative review of the relevant informationResultsIn bipolar disorder the validity of staging is informed by a range of findings that accompany illness progression including neuroimaging data suggesting incremental volume loss cognitive changes and a declining likelihood of response to pharmacological and psychosocial treatments Staging informs the adoption of a number of approaches including the active promotion of both indicated prevention for atrisk individuals and early intervention strategies for
bipolar disorder,newly diagnosed individuals and the tailored implementation of treatments according to the stage of illnessConclusionsThe nature of bipolar disorder implies the presence of an active process of neuroprogression that is considered to be at least partly mediated by inflammation oxidative stress apoptosis and changes in neurogenesis It further supports the concept of neuroprotection in that a diversity of agents have putative effects against these molecular targets Clinically staging suggests that the atrisk state or first
bipolar disorder,Mania in old age is not as rare as it was once thought to be It may constitute up to per cent of admissions in the psychogeriatric department The clinical picture for the most part seems to correspond with mania in younger patients although some patients may have atypical presentations Secondary mania should be excluded first before a firm diagnosis of primary affective disorder is made The prognosis and treatment of late onset mania do
bipolar disorder,ObjectiveBipolar affective disorder runs a natural course of frequent relapses and recurrences Despite significant strides in the pharmacological treatment of bipolar disorder most bipolar patients cannot be treated only by drugs The limitations of using medication alone in symptomatic relapse prevention and satisfactionquality of life terms have long prompted interest in wider forms of management One of the promising way how to enhance remission seems to be combination of pharmacotherapy and psychoeducationMethodsStudies were identified through
bipolar disorder,PUBMED Web of Science and Scopus databases as well as existing reviews The search terms included bipolar disorder psychoeducation psychotherapy psychosocial treatment family therapy individual therapy group therapy and psychoeducation The search was performed by repeated use of the words in different combinations with no language or time limitations This article is a review with conclusions concerned with psychoeducation in bipolar disorderConclusionsRandomized controlled trials of cognitive behavioral therapy interpersonal and social rhythm therapy individual group
bipolar disorder,The debate regarding the possible existence of prepubertal bipolar illness has surfaced at various points in history In its most recent incarnation proponents of a childhood bipolar diagnosis argue that there is an earlyonset form of bipolar illness that is highly comorbid and characterized by simultaneous irritability and depression Others have suggested that childhood manic symptoms are more likely a nonspecific indicator of risk or may be the result of symptom overlap with various other
bipolar disorder,Because the elderly are the fastest growing segment of the population the number of older adults with bipolar disorder is increasing Geriatric bipolar disorder is relatively rare with an estimated lifetime prevalence of to although approximately to of older patients in clinical psychiatric settings have bipolar disorder Bipolar elders are disproportionately affected by medical burden Given the complex nature of this disorder comorbidity and behavioral disturbances various interventions may be indicated including pharmacotherapies electroconvulsive therapy
bipolar disorder,Bipolar disorder BD is a severe psychiatric illness with an increasing prevalence worldwide Although the pathological mechanism of and pharmacological interventions for BD have been extensively investigated in preclinical and clinical studies a scientometric analysis of the developmental trends interdisciplinary frontiers and research hotspots in this field has not yet been conducted Therefore we performed a comprehensive scientometric review of published studies on BD over the past two decades 20022021 to identify the most frequently
bipolar disorder,Bipolar disorder is characterized by recurrent mood episodes affecting to of the population Although its defining features are manic and hypomanic episodes its course is dominated by depressive syndromes Diagnosis can be challenging owing to symptom overlap with other disorders Management goals include early and complete remission of acute episodes and the prevention of relapse between episodes We present an overview of bipolar disorder and its subtypes including algorithms and suggestions for screening assessment and
bipolar disorder,Borderline personality disorder BPD and bipolar disorder types I and II are frequently confused because of their symptomatic overlap Although affective instability is a prominent feature of each the pattern is entirely different BPD is characterized by transient mood shifts that occur in response to interpersonal stressors whereas bipolar disorder is associated with sustained mood changes These disorders can be further distinguished by comparing their phenomenology etiology family history biological studies outcome and response to
bipolar disorder,BackgroundBipolar disorder heterogeneity is large leading to difficulties in identifying neuropathophysiological and etiological mechanisms and hindering the formation of clinically homogeneous patient groups in clinical trials Identifying markers of clinically more homogeneous groups would help disentangle BD heterogeneity Neuroimaging may aid in identifying such groups by highlighting specific biomarkers of BD subtypes or clinical dimensionsMethodsWe performed a systematic literature search of the neuroimaging literature assessing biomarkers of relevant BD phenotypes typeI vs II presence vs
bipolar disorder,absence of psychotic features suicidal behavior and impulsivity rapid cycling good vs poor medication response age at onset cognitive performance and circadian abnormalitiesResultsConsistent biomarkers were associated with suicidal behavior ie frontalanterior alterations prefrontal and cingulate grey matter prefrontal white matter in patients with a history of suicide attempts and with cognitive performance ie involvement of frontal and temporal regions superior and inferior longitudinal fasciculus right thalamic radiation and corpus callosum in executive dysfunctions For the
bipolar disorder,Depressive phases are the most prevalent component of bipolar disorders even with modern treatment Bipolar depressive morbidity is often misdiagnosed and is limited in response to available treatments These conditions are especially debilitating and are associated with psychiatric comorbidity substance abuse functional disability and increased mortality owing to early suicide and accidents and later medical illnesses There is growing awareness that bipolar depression is one of the greatest challenges in modern psychiatry It is essential
bipolar disorder,to differentiate various forms of depression dysthymia and dysphoric mixed states of bipolar disorders from the clinical features of more common unipolar major depressive disorders In bipolar depression antidepressant responses often are unsatisfactory and these agents probably are overused Emerging treatments including several anticonvulsant and modern antipsychotic drugs as well as lithiumalone or in selected combinationsare partially effective for bipolar depression Interest in recognizing bipolar depression and seeking more effective specific and safer treatments for
bipolar disorder,Bipolar disorder is a recurrent highly disabling underrecognized and undertreated disease Our view upon bipolar disorder changed paradigmatically from a disorder formerly seen as a rather benign disease as compared to schizophrenia to a disease with inherent cognitive psychosocial and emotional disabilities going along with high suiciderates and high rates of psychiatric and somatic comorbidities The concept of a bipolar spectrum as represented by Jules Angst and Hagop Akiskal challenges current operationalized diagnostic criteria as
bipolar disorder,IntroductionSeveral studies have been carried out regarding the possible overlap between Bipolar Disorder and borderline personality disorder Up to now it is not possible to provide a definitive picture In fact there is currently significant debate about the relationship between Borderline Personality Disorder and Bipolar DisorderMethodsMEDLINE searches were performed to identify the latest studies of these disorders considering psychodynamic aspectsDiscussionBipolar disorder and borderline personality disorder share common clinical features namely affective instability and impulsivity which
bipolar disorder,Recent suggestions to extend the boundaries of bipolar disorder to a broader spectrum lead to a concept of bipolarity different from that of classical psychiatry It has been proposed that many patients with unipolar depression are actually bipolar and that many cases of substance abuse personality disorders and childhood behavioral disorders lie within the spectrum However since this expanded notion of bipolarity has been defined entirely on the basis of phenomenology any expansion needs to
bipolar disorder,Lithium has long been considered as less than ideal in the management of rapid cycling and mixed states in bipolar disorder However these forms of bipolarity represent a generally more difficult phase of the illness to treat with any medication Increasing knowledge about lithiums other beneficial effects including protection against suicide and neuromodulatory effects which may protect the brain make it a firstline treatment for any form of bipolar disorder As newer therapies become available
bipolar disorder,A review of two centuries literature on the natural history of bipolar disorder including modern naturalistic studies and new data from a lifelong followup study of bipolar patients reaches the following conclusions the findings of modern followup studies are closely compatible with those of studies conducted before the introduction of modern antidepressant and moodstabilizing treatments Bipolar disorder has always been highly recurrent and considered to have a poor prognosis Bipolar patients who have been hospitalized
